,full_text,sentiment
1800,"Indonesia terancam resesi di 2023, kalo diliat dari keahlian dan bakatmu sekarang apakah kamu yakin akan survive taun depan?",neutral
1801,EKONOMI INDONESIA KUAT HADAPI ANCAMAN RESESI GLOBAL https://t.co/2D3de8grcB,positive
1802,"Kok ada rakyat Indonesia yg begitu bangga dengan @JoeBiden,sementara mereka sendiri baru menghadapi resesi yg berkepanjangan. https://t.co/6597tPc6fN",neutral
1803,"@SiNiel1 Ya itu perkaranya, padahal dia terbukti mampu membuat kita tidak resesi di tengah dunia yg banyak terjadi resesi dan dia bener2 berjuang buat Indonesia,",neutral
1804,"Waspadalah! Jika RI Resesi, Ini yang Akan Menimpa WargaÂ Indonesia https://t.co/5D47XNKtsN",neutral
1805,"Ekonomi indonesia kuat hadapi ancaman resesi global\nIndonesia memiliki daya tahan dan penopang ekonomi dari berbagai aspek ygsudah disiapkan. Selain sumber daya alam yg berlimpah, penguatan dari sisi produksi dan distribusi juga memberikan modal menghadapi ancaman resesi global. https://t.co/bcIFV4y59x",positive
1806,Resesi menghantui Indonesia.... https://t.co/FNRK60jtVR,neutral
1807,Indonesia memiliki daya tahan dan penopang ekonomi dari berbagai aspek yang sudah disiapkan.\nEkonomi Indonesia kuat hadapi ancaman resesi global. https://t.co/MxJDrnGMnj,positive
1808,"Di Tengah Isu Resesi, Menteri Bahlil: Ekonomi Global 2023 Diramalkan Gelap\n#EKONOMÄ° #Indonesia #resesi https://t.co/hJrPWD2HbV",negative
1809,"Berdasarkan Survei terbaru Bloomberg, Indonesia masuk ke dalam negara Asia yang berpotensi mengalami resesi ekonomi. Dari daftar 15 negara Asia yang berpotensi mengalami resesi ekonomi, Indonesia berada di peringkat 14. #LaNyalla",neutral
1810,"@teguhinvestor Aku juga percaya ini.\nDunia sudah belajar di 2020 dan 2021, Masyarakat juga sudah tau pentingnya dana darurat, terbukti dengan banyaknya investor milenial. Gak ada 1 fakta gedhe baru yang menjurus ke resesi global. . Semua sudah ada di tahun sebelumnya, dan berhasil dilewati",neutral
1811,"@cnbcindonesia Indonesia kan Punya Pemerintah isinya ada Presiden dan Para Menteri, Masa tidak bisa melakukan apa-apa jika Indonesia Tertimpa Resesi.\n\nXixixixixihihihihuahahahahahahahahahahahahahahaha",neutral
1812,Ekonomi Indonesia kuat menghadapi resesi global https://t.co/BGUGV6jpTY,positive
1813,"Pada Agustus dan September 2022, Bank Indonesia (BI) kerek suku bunga acuan menjadi 4,25 persen. Hati-hati, kalau gegabah Indonesia semakin dekat jurang resesi ekonomi.\n\nhttps://t.co/AMgBZ0Jklo",positive
1814,"Kekhawatiran Resesi Muncul Lagi, Bitcoin cs Kembali Loyo - CNBC Indonesia #bitcoin #kripto https://t.co/hT71ETfSuP",negative
1815,Daya tahan dan penopang ekonomi Indonesia sudah melawan ancaman resesi ekonomi global. https://t.co/h5NnqoICxI,neutral
1816,"Ditengah ancaman resesi global, ekonomi Indonesia masih dapat bertahan karena Domestic Consumption dan harga $CPO Malaysia menjadi barometernya. Saat ini ada indikasi CPO membentuk Bottom untuk mengawali Uptrend (dan mengakhiri Downtrend) https://t.co/8SeATuSQUd",positive
1817,"Lembaga asing ramai-ramai memperingatkan soal ancaman resesi global yang akan terjadi pada tahun depan, bagaimana dengan Indonesia? Simak berita #AsetKuTerkini selengkapnya!\n\nðŸš€Like, Comment & Share konten +positif ini ya! \n\n#AsetKu \n#AsetKuTerkini\n#ResesiGlobal\n#Resesi2023\n#P2PL https://t.co/5bZ5aOBaEt",neutral
1818,"Hadir di Grand Opening MOST Trading Challenge Chapter III ðŸŽ‰\n\nDalam rangka menyusun strategi trading di akhir tahun, yuk ikutan webinar  Market Outlook: Dampak Resesi Global Terhadap Perekonomian Indonesia ðŸ“šðŸŒŽ\n\nðŸ“† Rabu, 12 Oktober 2022\nðŸ•’ Pukul 15.00 WIB https://t.co/FwL8YwLUAy",neutral
1819,lagi kerja random bgt mikir gimana kalo indonesia tbtb thn depan resesi wkwkwk YaAllah,negative
1820,Ternyata Emas itu sudah Ditemukan lama sekali ya Bestie! Yuk beli Emas Logam Mulia Antam di SGS Indonesia!\n\n#logammulia #antam #emasantam #emas #jualemas #beliemas #jualbeliemas #nabungemas #investasiemas #resesi #antiinflasi,neutral
1821,"â€œIndonesia mengajak parlemen P20, melalui multilateralisme, untuk mencari solusi dan konsensus dalam mengantisipasi resesi ekonomi, mengatasi scary effect gejolak ekonomi global, mempercepat transformasi ekonomi...",neutral
1822,"Indonesia tidak akan resesi di tahun 2023. Dunia juga tidak akan resesi di tahun 2023, trust me.",positive
1823,Ekonomi Indonesia kuat hadapi ancaman resesi global https://t.co/m1b2UHdLhG,positive
1824,"ga bakal sanggup kerja balik ke indonesia. umr paling gede di Bekasi sm Jakarta, cuma gue susah banget dapet kerjaan di cikarang ðŸ¤£ðŸ¤£ðŸ¤£\nsemoga rejeki dan sabar semua orang selalu ngalir, mau resesi kek apa kek berbaik sangka sama masa depan selalu ya. hidup ga ada yg mudah.",positive
1825,Kelesuan Ekonomi dan Ancaman Resesi Global Kian Menguat\n\n#koranjakarta #ekonomi #resesi #krisis #pangan #energi #keuangan #global #inflasi #indonesia #news #update\n\nhttps://t.co/6oJ4rrPART,negative
1826,Semoga Thailand membaik dan mampu menghadapi Inflasi ðŸ¥² eh Indonesia juga semoga mampu bertahan sampai akhir dan tidak sampai resesi tahun depan ðŸ¥¹ðŸ¥¹ðŸ¥¹,positive
1827,"Resesi ekonomi dunia sebenarnya sudah terjadi, dampaknya meski katanya indonesia tdk terkena, akan bakal terkena, apa yg paling bahaya yaitu : PERANG DUNIA. karena dengan cara itulah negara selamat dari badai krisis dan kebangkrutan",negative
1828,Kalo misal resesi ekonomi global terjadi dan Indonesia terkena dampaknya maka itu artinya para kecebong (KEbanyakan CErita BOhoNG) akan memiliki banyak peluang untuk #BikinBanyakCerita saat menjilati beton jalan tol jokowi sambil nyengir foto nyelfie. ðŸ¤£ðŸ˜‚ðŸ¤£,neutral
1829,"@Saham_fess Inget kata2 market discount everything""\n\nresesi itu kondisi ketika pertumbuhan ekonomi minus 2 kuartal berturut turut\n\ncoba lihat kondisi pertumbuhan ekonomi di Indo gimana? aman2 aja kan?\n\nIndonesia udah ngelewatin masa resesi di 2020 efek pandemi covid, dan sekarang udah pulih""",positive
1830,Ekonom Jaenal Effendi mengungkapan alasan Indonesia masih sangat jauh dari resesi karena pertumbuhan ekonomi yang masih kuat. https://t.co/z0jMVy6Rb2,positive
1831,"grgr prediksi taun depan indonesia bakalan kena resesi, skrg ak jd bnr bnr kepikiran bgt anjritttttt",negative
1832,"[FULL] Ekonomi Dunia Menuju Resesi, Bagaimana Indonesia? | IBF tvOne\nhttps://t.co/h5vgWLsVQv",neutral
1833,Ada tujuh negara maju diramal mengalami resesi. Indonesia masih akan tumbuh positif tahun depan. https://t.co/sxPvpHUrFx,positive
1834,@SmgMenfess2 Pidato dari bapak sih bilangnga indonesia aman dari serangan resesi dan katanya ekonomi indonesia tumbuh,positive
1835,Menerawang Indonesia Saat Dunia Jatuh ke Jurang Resesi 2023 https://t.co/N4CsuO0U9p,neutral
1836,"@fiy4aaa @convomfs Inii. Jdi kebutuhan tahun depan kayaknya bakal lebih mahall.. benerbener takut sih jujur, mana indonesia ini negara berkembang dan tingkat kemiskinan tinggi.. ga bisa bayangin rakyat kecil maupun rakyat menengah hadapin resesi gmana https://t.co/BfKzhoVbcQ",negative
1837,"Ga kebayang kalo Indonesia beneran resesi tahun depan, kenapa ga tahun ini aja ya resesinya hehe",neutral
1838,"@darnojomblangg @VIVAcoid @jokowi Lha wong suruh negara dunia mengalami resesi kok, Indonesia yg relatif paling aman",positive
1839,Kondisi ekonomi akan sangat terdampak jika terjadi resesi secara global. Apa saja dampaknya? https://t.co/NLHEqX6YWf,neutral
1840,"China terkonfirmasi bubble property. Indonesia mulai bubble apartemen. Beberapa Investment banking seperti Credit Suisse, DeutscheBank, dan UBS terindikasi akan default. Harga energi dan inflasi semakin tinggi. Perang Rusia-Ukraina belum ada tanda2 berakhir.\n\nSiap2 resesi 2023",negative
1841,"@Askrlfess lagian di 2021 kemaren juga indonesia sempet resesi, gimana rasanya? ya gitu gitu aja sekarang udah pulih.",positive
1842,"Berikut Negara di ASEAN yang Selamat Dari Resesi 2023, IndonesiaÂ Termasuk? https://t.co/xPwFxrslGN",neutral
1843,"@hrdbacot Sy g phm ekonomi makro, tapi..\nBln lalu di kntor ngundang pembicara yg dy phm ekonomi makro, singkatnya, Indonesia it anomali, mgkin resesi mmg bakal terjadi, tp ekonomi domestik Indonesia Insy ALLAH msh kuat utk menghadapi itu. Jd g prlu kwtir yg brlebih, namun tetap siap2 saja.",positive
1844,"2/9\nThe FED dan beberapa bank sentral internasional lainnya yang menaikkan suku bunga, kini menjadi ancaman resesi di beberapa negara, Indonesia termasuk salah satunya.",neutral
1845,"CNBC Indonesia: Jokowi Tak Bisa Tenang, Ada Ancaman Lebih Ngeri dari Resesi.\nhttps://t.co/6A0eSWzjXs",neutral
1846,"Survei Indikator: Publik Menilai Keamanan dan Penegakan Hukum Era Jokowi Sangat Baik, Kalian Sepakat?\nhttps://t.co/IJFxK7wvCa",neutral
1847,"Berdasarkan pengalaman, pertumbuhan ekonomi Indonesia cenderung melambat saat dunia jatuh ke dalam resesi.\n\nAnalisis terbaru dari @KATADATAcoid membahas soal proyeksi resesi global pada 2023 dan potensi dampaknya ke Indonesia. Silakan baca di sini: https://t.co/yTfpj11GeG https://t.co/tuK8ct5PVp",neutral
1848,"@hrdbacot 2008 itu resesi global akibat bangkrutnya Lehman Brothers\n\nTapi apakah ekonomi Indonesia ancur lebur? \n\nKaga dong, tumbuh 6% ðŸ¤£ðŸ¤£ðŸ¤£",positive
1849,"@schfess Prediksi resesi Indonesia 2023, kanjuruhan, leslar, angelina jolie sm brad pitt, sambo",neutral
1850,"6/9\nLalu, kalau Indonesia benar-benar resesi, apa dampaknya?\n\nKita buat lebih ringkas ya ladies. Intinya, akan ada 3 kemungkinan yang terdampak jika resesi benar-benar terjadi",neutral
1851,"@hrdbacot Indonesia aman guys.\nKita punya Presiden terbaik didunia.\nPak Jokowi\nHasil survey membuktikan!\nKerja kerja kerja pak Jokowi aman negara gak ada tuh sampe ratusan orang meninggal, kerusuhan bola dll.\nApalagi hal sepele soal resesi ekonomi, chill out guys ðŸ™\nhttps://t.co/j5YyKKVRka",positive
1852,Indonesia Akan Mengalami Resesi Dalam Waktu Dekat? Ini Fakta dan Dampaknya Bagi Negara dan Warganya https://t.co/S4bkZXr0bn Anya Indomaret Banjir Ngeri-Ngeri Sedap Jodie Di Bully Washington Post Pondok Labu  Pintu Direktur PT LIB Harus Mundur Anya Indomaret Banjir Nasdem,neutral
1853,"Belakangan info-info yang beredar, Indonesia masuk dalam jajaran negara yang menghadapi ancaman resesi. Se-mengerikan itukah imbasnya?\n\nA Thread\n1/9 https://t.co/4QnkLeNvIe",neutral
1854,"Pariwisata dan ekonomi kreatif dinilai mampu sebagai bantalan menghadapi ancaman resesi global. Industri pariwisata dan ekonomi kreatif diharapkan memberikan pekerjaan bagi 4,4 juta orang di Indonesia. #Nusantara #AdadiKompas\nhttps://t.co/8IGK0oQGtd",positive
1855,"@hrdbacot Ya emang bakalan resesi sih dunia, cuma kan untuk Indonesia harus dilihat juga case-by-casenya. Jadi ga perlu fear mongering yg ujung-ujungnya malah jualan asuransi. Selama Menkeunya masih Bu SM, aku percaya dgn sepenuh hati kalau kita bisa melalui ini semua ðŸ˜‚ #crossingmyfinger",positive
1856,"Berdasarkan Survei terbaru Bloomberg, Indonesia masuk ke dalam negara Asia yang berpotensi mengalami resesi ekonomi. Dari daftar 15 negara Asia yang berpotensi mengalami resesi ekonomi, Indonesia berada di peringkat 14.",neutral
1857,"Resesi adalah situasi yg terjadi ketika produk domestik bruto (PDB) atau pertumbuhan ekonomi suatu negara negatif selama dua kuartal berturut-turut.Indonesia pernah mengalaminya pada tahun 2020 silam, risiko ini tdk  boleh disepelekan karena dampaknya  nyata menimpa masyarakat.",neutral
1858,3 September 2022 HARGA BBM NAIK\n\n3 Oktober 2022 INFLASI NAIK 5.95%\n\n#Indonesia terancam RESESI\n\nSudah siap mental dan money di perjalanan resesi nantinya?\n#akaindis #BTC #resesi,neutral
1859,"Meski Ancaman Resesi Mengerikan, Ketua DK LPS Bilang Indonesia Punya Cara Jitu Untuk Menghindar https://t.co/mHsABBSt7G lewat @Stateranews",neutral
1860,"Kerja Sama 11 Kepala Daerah, Anies Ingin Seluruh Masyarakat Sejahtera.\n\nDunia saat ini sedang menghadapi potensi resesi, maka kegiatan kerja sama perekonomian antar wilayah di Indonesia harus ditingkatkan."" https://t.co/7NCxnvGXPO""",neutral
1861,"Khawatir deh Indonesia ditahun depan bakalan hadapi resesi, #ISEF2022 kita harus bersiap diri nihðŸ˜",negative
1862,"Keren banget, indonesia gajadi resesi juga karena ketenaran grup tersebut.. hebat sekali ðŸ‘ðŸ»ðŸ‘ðŸ»",positive
1863,"Kalau benar tahun depan semakin banyak negara tersambar resesi ekonomi, Indonesia bakal kena getahnya. Harga komoditas unggulan bakal runtuh seketika. Hati-hati neraca perdagangan.\n\nhttps://t.co/6SZW53ypMZ",negative
1864,"Para Ekonom dunia memprediksi, di tahun 2023 akan terjadi Resesi Global. Hal ini mulai terlihat dari terjadinya inflasi yg cukup tinggi dibeberapa Negara. Tdk terkecuali Indonesia, yg pd thn ini mengalami inflasi sebesar 4,69% & nilai tukar Rupiah terhadap Dolar yg terus menurun. https://t.co/nIoqF1GIEm",negative
1865,"pantes Indonesia dicap negara tersantuy, semua media dalam & luar negeri sdh koar2 resesi & bla bla thn depan, sdh mempersiapkan diri, org kitamah msh foya2, mlh berencana nonton konser, liburan akhir tahun hahahaha termasuk si guweh",positive
1866,"@ODZSSEUZ Keren banget kak, setuju banget. Kaka tau bgt segalanya ðŸ™ðŸ¤²ðŸ» besok aku masukin daftar pustaka skripsi aku ya kak.",neutral
1867,Lanjutan \nberada di peringkat 14. \n\nResesi adalah situasi yang terjadi ketika produk domestik bruto (PDB) atau pertumbuhan ekonomi suatu negara negatif selama dua kuartal berturut-turut. Indonesia pernah mengalaminya pada tahun 2020 silam dan risiko next...,neutral
1868,"@cnbcindonesia Midle East (Timur Tengah) di prediksi mengalami dampak terkecil Resesi Ekonomi, negara2 Barat sudah mulai menengadahkan tangan MENGEMIS UTANG/Bantuan ke negara2 Arab, apakah presiden Indonesia tidak tertarik?.  \n\nHihihuahahahahahahahahahahahahahahahahahahahaha",neutral
1869,Isi socmed\nTiktok: Indonesia resesi 2023\nTwitter: So Junghwan\nLine: Group GO perPCan\n\nDan sekarang pikiran lagi debat antara ngikutin Tiktok atau Line ðŸ˜­ðŸ˜­,neutral
1870,Pak Joko ki nanggepi resesi ngomongnge Indonesia gelap wala pak pak,neutral
1871,"Para Ekonom dunia memprediksi, di thn 2023 akan terjadi Resesi Global. Hal ini mulai terlihat dari terjadinya inflasi yg cukup tinggi dibeberapa Negara. Tidak terkecuali Indonesia, yg pd thn ini mengalami inflasi sebesar 4,69% & nilai tukar Rupiah terhadap Dolar yg terus menurun. https://t.co/Fvtl61dbkn",negative
1872,"Tidak sampai resesi lah,"" tegas Chatib. Meskipun, ekonomi Indonesia akan terdampak dari sisi ekspor. Khususnya ketika harga komoditas mengalami penurunan harga dan permintaan.\n\nhttps://t.co/hH26x6Ug5t""",positive
1873,"Lanjutan\nhingga saat ini terus berlangsung, tutur LaNyalla. \n\nBerdasarkan Survei terbaru Bloomberg, Indonesia masuk ke dalam negara Asia yang berpotensi mengalami resesi ekonomi. Dari daftar 15 negara Asia yang berpotensi mengalami resesi ekonomi, Indonesia next...""",neutral
1874,"K.H. Ma'ruf Amin, vice president of Republic Indonesia menyampaikan bahwa pemulihan global saat ini masih berhadapan dengan realitas global yang murung: krisis pangan, krisis energi, dan keuangan. Ancaman resesi dan sinyal kelesuan ekonomi global semakin menguat. #ISEF2022 https://t.co/uARzwrtZTn",negative
1875,"Menurut K.H. Ma'ruf Amin, vice president of Republic Indonesia pemulihan ekonomi global kini memang masih berhadapan dengan krisis pangan, krisis energi, dan keuangan. Sehingga adanya ancaman resesi. \n\n#ISEF2022 https://t.co/LObihKOUfb",neutral
1876,"Dunia diterak Resesi, Indonesia cetak prestasi di tangan presiden Jokowi.\n\nHatters dan Kadrun kejang2... \n\nhttps://t.co/90CIw6WVbG",positive
1877,"@cnbcindonesia Bagus kalau Indonesia kena getah Resesi Dunia, agar adil sekalian menguji apa yg bisa dilakukan pejabat Indonesia yg gayanya sok pintar-pintar itu. Kasian\n\nBuahahahahahahahahahahahahahahahahahahahaha",negative
1878,2023 resesi dunia.\n\n2023 Indonesia tuan rumah Piala Dunia U20. \n\nTragedi Kanjuruhan.\n\nTerancam gagal jadi tuan rumah Piala Dunia U20. \n\nLBP kok belum kudengar statementnya??? \n\nCC Bang @msaid_didu,neutral
1879,2023 resesi dunia.\n\n2023 Indonesia tuan rumah Piala Dunia U20. \n\nTragedi Kanjuruhan.\n\nTerancam gagal jadi tuan rumah Piala Dunia U20. \n\nhttps://t.co/K1I2nSK8Rj,neutral
1880,"Gelombang PHK Menghantam, Yakin Indonesia Selamat dari Resesi? #Analisis https://t.co/2fhZhiNLM5",negative
1881,Inilah saat yg tepat Indonesia mengajak Turki untuk bisa mendamaikan Rusia dan Ukraina + NATO.\nSehingga negara anggota NATO tidak mengalami resesi & tidak membeku saat musim dingin.\nDisisi lain harga minyak dunia bisa turun & ekonomi global berjalan @Menlu_RI @Kemlu_RI @jokowi,neutral
1882,JAKARTA SIAP DIGOYANG ???!!! ðŸ•Š https://t.co/8u2BuE6Kwt,neutral
1883,"Industri film di Indonesia punya prospek positif di tengah ancaman resesi global. Saat pandemi Covid-19, industri perfilman nasional dinilai memiliki daya tahan dan mampu bangkit lebih cepat. #Ekonomi #AdadiKompas\n\nhttps://t.co/gLkRQSyIhW",positive
1884,konser kpop banyak sekali di indonesia ternyataðŸ§ðŸ˜­ mana tds2 tahun depanðŸ˜” lalu rumor tahun depan akan terjadi resesiðŸ˜£ duitku!!! hua hua hua hua semoga tds2 duit ku ada dan hokiku kepake!!!ðŸ™ðŸ»ðŸ™ðŸ»ðŸ˜‡ðŸ˜‡,neutral
1885,"Negara Asean yang Diprediksi Selamat dari Jurang Resesi 2023, Ada Indonesia?\n\n#ResesiDunia\nhttps://t.co/rGFPBi8fnM",neutral
1886,Salah satu cara menurunkan resesi di Indonesia,neutral
1887,Jokowi soal Rusia-Ukraina: Kita Ingin Perang Segera Dihentikan https://t.co/IxqhF54ppz,neutral
1888,"Dari indonesia baik baik aja, sampe muncul pandemi trs sekarang pandemi udah mau abis ganti endemi tapi tahun depan suruh megang cash sebanyak banyaaaknya karena dunia mau resesi dan jodoh gue belom dateng juga ðŸ˜Œ",neutral
1889,"Indonesia mau resesi atau nggak klo kata Allah rezekinya lebih ya ga bakal kekurangan, modal yakin aja deh aku mahðŸ˜”",positive
1890,"Ancaman Resesi 2023, Target Indonesia Jadi Negara Maju 2045 Realistis kah? \n#resesi  https://t.co/44NKsKUSPF",neutral
1891,"Sandiaga mengatakan, seluruh dunia termasuk Indonesia menghadapi tantangan ekonomi seperti terjadinya inflasi dan potensi resesi. https://t.co/GZ0UmuFLBb",neutral
1892,Resesi Adalah Apa? Penyebab Kenapa Terjadi hingga Dampak Jika Terjadi pada Ekonomi Indonesia 2023 â€“ Berita DIY \n\n https://t.co/rTggrcbzuI,neutral
1893,Katanya Indonesia tahun depan resesi. Orang2 pada siap-siap nabung dll.\n\nTemen w : https://t.co/KZNF6VAC0w,neutral
1894,"Jika China Resesi, Pertumbuhan Ekonomi Indonesia Terancam Turun 0,3% https://t.co/7xOhSmJ30w",neutral
1895,"Jika China Resesi, Ekonomi Indonesia Bakal Turun hingga 0,3 Persen https://t.co/SICTZHHGBD",neutral
1896,Benarkah Indonesia Terancam Kena Dampak Resesi Ekonomi Global?? Berikut Dampak Dari Resesi\nhttps://t.co/lrCCQyeXqH,neutral
1897,"Dunia menghadapi resiko resesi, Indonesia berpotensi mengalami gejolak nilai tukar mata uang asing. Katanya Abika. History repeat itself https://t.co/JoMEAQWwkS",negative
1898,"Ekonomi dunia diramal jatuh ke jurang resesi tahun depan, di saat negara-negara belum pulih sepenuhnya dari resesi akibat pandemi Covid-19. Bagaimana dengan ekonomi Indonesia? #AnalisisData https://t.co/jLTCKIMMJv",neutral
1899,MAAF YA @WINTERjaga KAMU HRS JATUH MISKIN !! silahkan left gdm,neutral
1900,@ynilee Mana 2023 resesi ðŸ¥² indonesia gelap,negative
1901,indonesia blm resesi anya dah jatoh miskin aje,negative
1902,"3 Langkah Mencegah Resesi, Ternyata Sudah Dilakukan Pemerintah Indonesia? https://t.co/DKqPTdud2W",neutral
1903,"India 0% daya tahan resesi se ASIA keren, Indonesia yang 3% ketar ketir 2023 gelap gelap gelap, mindset masyarakat prindapan mereka lebih seneng belanja dipasar dari pada di mall, dangan sangat sensitif harga, ya ada plus minus nya juga",neutral
1904,jeng jeng siapin duit ðŸ¤¡ nct! https://t.co/KDcpyCMWFa,neutral
1905,"@kemalpalevi kocak emang, presidennya ingetin resesi indonesia tahun depan eh DPR nya foya2. yha-in ae :(",neutral
1906,Pelaku Usaha Industri Asuransi Sebut Indonesia Mampu Bertahan Jika Ekonomi Global MengalamiÂ Resesi https://t.co/thsMS6bEQo,positive
1907,"Fwb\nOot ya, menurut berita taun 2023 indonesia terancam resesi,\nSaran dong apa yg harus di lakukan buat bertahan,",neutral
1908,Menkeu Sri Mulyani: Resiko Resesi Indonesia Hanya 3% https://t.co/Bgs15vc18y,neutral
1909,presiden : 2023 kita akan resesi ekonomi\nDpr indonesia : ngeluarin duit 1.5M ah buat beli tv,negative
1910,"Ancaman resesi di tahun 2023 ramai diperbincangkan. Lalu apa itu resesi & bagaimana tips menghadapinya? Slide postingan ini sampai akhir, lalu ð—¹ð—¶ð—¸ð—²/ð˜€ð—®ð˜ƒð—²/ð˜€ð—µð—®ð—¿ð—²/ð—¿ð—²ð˜ð˜„ð—²ð—²ð˜ agar teman-temanmu juga bisa lebih aware dalam menghadapinya nanti.\n\n#resesi #resesiindonesia https://t.co/Vsb0DYZ1OT",neutral
1911,Indonesia Ajak Parlemen P20 Antisipasi Resesi Ekonomi #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/xILM6EMhUU,neutral
1912,indonesia katanya resesi 2023 bingung mau ngonser apa nabung ðŸ˜­ðŸ¥²,negative
1913,"Daftar Negara yang Dibayangi Resesi 2023, Ada Indonesia?\n\nhttps://t.co/SKzHS5496H",neutral
1914,"Daftar Negara yang Terancam Resesi 2023, Indonesia Termasuk? -\n#ResesiEkonomi #resesi https://t.co/LVXy0sXMKy",neutral
1915,"Kemungkinan kecil Indonesia jatuh ke dalam resesi ekonomi, berikut alasannya. https://t.co/4Vz6UKBAOq",neutral
1916,"Ancaman resesi yang menghantui Indonesia, apakah dampaknya benar-benar mengerikan?\n\nTrus harus gimana untuk menghadapi resesi ini?\nBesok, kita akan bahas sama-sama ya ladies...",neutral
1917,Blm siap kalo beneran resesi Indonesia harus bener2 nabung buat bekel ðŸ˜”,neutral
1918,"Ucap Ekonom CORE : Indonesia mengalami pertumbuhan yang baik, dan masih jauh dari kata resesi. \n\n#IndonesiaTumbuh\nEkonomi Tertinggi G20 https://t.co/MZq5mLFIcJ",positive
1919,Jika melihat tren positif pertumbuhan ekonomi Indonesia maka kita yakin kalau Indonesia jauh dari jurang resesi. \n#IndonesiaTumbuh \nEkonomi Tertinggi G20 https://t.co/9bmU98UaDw,positive
1920,"Begini Cara Indonesia Hadapi Ancaman Resesi, Simak! https://t.co/XowrDdXcwL",neutral
1921,Indonesia masih jauh dari resesi\n#IndonesiaTumbuh\n\nEkonomi Tertinggi G20 https://t.co/uOgcFuJb1T,positive
1922,Indonesia optimis jauh dari resesi\n#IndonesiaTumbuh\n\nEkonomi Tertinggi G20 https://t.co/fTdODP6BSE,positive
1923,"Ekonomi Tertinggi G20, menurut ekonom, ekonomi Indonesia membaik, masih jauh dari resesi\n\n#IndonesiaTumbuh https://t.co/cqX3scrgiP",positive
1924,Pertumbuhan ekonomi Indonesia yang semakin baik ini menjadi gerbang Indonesia untuk semakin maju dan jauh dari resesi #IndonesiaTumbuh Ekonomi Tertinggi G20 https://t.co/jizhonHSDZ,positive
1925,Kata kunci 'apa itu resesi' tiba-tiba menjadi salah satu yang paling banyak dicari. Benarkan Indonesia bakal selamat?\n\n#apaituresesi #resesi2023 #resesiekonomi \n\nhttps://t.co/rH03PVd8q9,neutral
1926,"Meski perekonomian global dibayang bayangi resesi, indonesia optimis akan terus membaik dan tidak jatuh pada jurang resesi.\n@Metro_TV\n#IndonesiaTumbuh\n\nEkonomi Tertinggi G20 https://t.co/MY19jKabM8",positive
1927,Semoga laju pertumbuhan ekonomi Indonesia ke depan terus meningkat supaya bangsa Indonesia tidak jatuh pada jurang resesi. \n#IndonesiaTumbuh \nEkonomi Tertinggi G20 \nhttps://t.co/2MpWnz4OP8,positive
1928,"Disaat lagi genting2nya negara lain di ambang jurang resesi, pertumbuhan ekonomi Indonesia kuartal 3 diprediksi mencapai angka 5,4 - 6%, Ekonomi Tertinggi G20\n\n#IndonesiaTumbuh",positive
1929,"Kedua, tren pertumbuhan ekonomi di Indonesia menunjukkan bahwa sisi pemulihan ekonomi masih relatif kuat. Meski perekonomian global dibayang-bayangi resesi, Indonesia optimis akan terus membaik dan tidak jatuh pada jurang resesi.",positive
1930,Peningkatan Ekspor Sawit Bantu Indonesia Selamat dari Ancaman Resesi https://t.co/7Xke0zkq5i,positive
1931,"Pemulihan ekonomi Indonesia tergolong masih relatif kuat, meskipun saat ini kondisi global tengah di isukan resesi, Indonesia optimis akan terus membaik. Semangat Bertumbuh Lawan Res3si\n#IndonesiaTumbuh Ekonomi Tertinggi G20 https://t.co/g1MeI7Gi1i",positive
1932,"Kabar baik Pemulihan ekonomi Indonesia tergolong masih relatif kuat, meskipun saat ini kondisi global tengah di isukan resesi, Indonesia optimis akan terus membaik #IndonesiaTumbuh Ekonomi Tertinggi G20 https://t.co/9fBv3FO9qD",neutral
1933,"Ancaman Resesi Global, Berikut Peringatan PBB Hingga Langkah Bank Indonesia.\n\nSurabaya (https://t.co/ksziGGp1k3) â€“ Ancaman resesi masih terus menghantui dunia. Di awal bulan Oktober, beberapaâ€¦ https://t.co/56HW9h1nh7 #Ragam #BankIndonesia #PBB #resesiglobal via @beritajatimcom",neutral
1934,"15 Negara di Ambang Resesi, Salah Satunya Termasuk Indonesia! https://t.co/Hat6Bo3f4C",negative
1935,Tapi kerennya Indonesia bisa bisa lewatin ancaman ini dan masih jauh dari resesi. Yaa ini juga berkat Pak Jokowi yang bisa bawa Indonesia besar di panggung internasional ditengah krisis global\n\n#IndonesiaTumbuh\nEkonomi Tertinggi G20 https://t.co/wR2XRRZ5Pj,positive
1936,"Pemerintah telah mengetahui persoalan kedepan yang perlu diantisipasi dan langkah-langkah antisipasinya, intinya saat ini tren ekonomi Indonesia lebih tinggi dibanding negara G20 lainnya. Perkuat Perekonomian Tolak Resesi\n#IndonesiaTumbuh Ekonomi Tertinggi G20 https://t.co/sLhK3PMS0s",positive
1937,"Sederhana, disaat negara2 lain udah mau resesi atau sedang resesi, Indonesia masih bertahan tuh, Ekonomi Tertinggi G20\n\n #IndonesiaTumbuh https://t.co/igCDuf0ODa",positive
