Unnamed: 0,full_text,sentiment
1648,"Semoga 2023 indonesia ga resesi agar mau liburan tetep lancar, bismillah jepang ",positive
1649, MERDEKAAAA tahun depan liburnya banyak yang di weekdays ,neutral
1650,"[POPULER MONEY] Jokowi: 28 Negara Antre Jadi Pasien"" IMF | Gelombang PHK Menerpa, Indonesia di Ambang Resesi ",neutral
1651,"Indonesia Terancam Resesi Global, 5 Tips ini Bisa Berguna Buat Kamu ",neutral
1652, Mungkin orang2 banyak tidak mengerti tentang resesi. Mereka mengerti kalau tuannya memberi tulang langsung berebut itu realita yang ada saat ini. Mereka tidak sadar masa depan anak cucu esok hari. Semoga indonesia bisa bertahan resesi global.,positive
1653, Nah ini optimis banget suka aku gak spt pepo selalu kuatir akan ada krisis akan ada resesi hahahaha ujung-ujungnya biar AHY saja presidennya agar Indonesia bisa keluar dr masa kegelapan hahahahaha.,neutral
1654,Indef Sebut Ekspor Sawit Bisa Selamatkan Indonesia dari Ancaman Resesi    ,neutral
1655,Prancis sudah resesi menyusul inggris.. jngan smpai terjd di indonesia,positive
1656,"Pak Jokowi dan Bu Sri Mulyani sudah memberikan statement warning, prediksi 2023 : ekonomi gelap gulita dan ada pula yang berkomentar ini cuma nakut-nakutin. --- Yang terpenting dari itu menurut gue sih mending prepare dari sekarang, syukur-syukur indonesia enggak terkena resesi.",positive
1657, Chatib Basri menyatakan ekonomi Indonesia tidak akan terperosok hingga ke jurang resesi saat banyak negara terancam. Semoga demikian.,positive
1658,"Chatib Basri mengatakan Indonesia akan terhindar dari resesi, namun pemerintah harus tetap waspada. ",positive
1659,"Chatib Basri: Ekonomi Indonesia Tidak akan Jatuh dari Resesi, Ini Sebabnya ",positive
1660,Gub Jateng memuji program pngendalian inflasi Kota Makassar dgn memanfaatkn program lorong wisata (longwis) melalui pnanaman pohon cabai. Beliau mngatakn saat ini Indonesia bersiap u mnghadapi ancaman resesi akibat inflasi yg sngat tinggi.   ,neutral
1661,Presiden Jokowi bilang nih masyarakat harus siap-siap buat menghadapi situasi krisis ekonomi dan resesi global yang enggak bisa diprediksi. Menurut Jokowi kondisi Indonesia saat ini membuat semua negara yang ada bisa terlempar kapan aja.,neutral
1662, mengatakan saat ini Indonesia tengah bersiap untuk menghadapi ancaman resesi akibat kenaikan inflasi yang sangat tinggi.    ,neutral
1663,Indonesia Korban Resesi Lakukan 5 Hal Ini Kalau Mau Selamat ,neutral
1664,"Enam negara ini diprediksi lolos dari resesi, termasuk Indonesia ",neutral
1665,"Ni orang2 dikasi peringatan dini kalau 2023 kemungkinan besar bakal resesi global kok ya pada bebal yaa. Meskipun indonesia termasuk yang cukup resilience tp kok bisa oramg2 seyakin itu kalau indonesia gak akan kena dampaknya, i mean dengan pemerintahan yg kek gitu",neutral
1666,SBY Ingatkan Pemerintah Soal Ancaman Resesi Ekonomi dan Perang Ukraina bagi Indonesia ,neutral
1667,"Waktu COVID respon dari para ahli kesehatan udah jelas - perlu waspada - perlu mulai membangun sistem karantina dan test & trace bahkan sebelum virus masuk. Coba lo tanya para ahli di bidang ekonomi sekarang apakah Indonesia likely resesi apa ngga, jawabannya pasti ngga.",neutral
1668, resesi 2008 was big in US/EU but not so much in Indonesia bahkan kalau lihat tren pertumbuhan ekonomi saat itu kita malah tetep tumbuh kok karena gak begitu bergantung ke ekspor dan lebih ke konsumsi domestik.,neutral
1669," Hanya orang-orang cerdas yang bisa memahami dan mencerna analisa Presiden Indonesia Ke-6 ini selanjutnya akan berfikir untuk mencari solusi, minimal memproteksi negaranya masing-masing dari serangan resesi ekonomi. Iya ini hanya untuk orang-orang cerdas Bahahahahahahahahahaha",neutral
1670,"Selamat buat BURUH yg selalu DEMO demi UMR naik. Anda hanya dimanfaatkan BURUH SENIOR yg malas. Gelombang PHK Kembali Menerpa, Indonesia di Ambang Resesi Klik untuk baca: ",neutral
1671,"Teman-teman, ada yang udah bikin thread atau share artikel tentang resesi tahun depan dan dampaknya buat Indonesia Aku pengin baca. Please share ya buat aku. Makasih.",neutral
1672,Coba tanya Ibu Menkeu kita probabilitas Indonesia resesi tahun depan gimana ,neutral
1673,"IMF Puji Indonesia di Tengah Resesi Global, Kagum Ekonomi Bisa Terang Saat Dunia Gelap ",positive
1674,"Meski saat ini kondisi global dipenuhi ketidakpastian dengan potensi resesi, namun OJK menekankan bahwa agenda utama Indonesia bukan hanya mencermati ekonomi global. ",neutral
1675," Lu pada inget ga pas jaman pandemi awal-awal, Indonesia bakal terpuruk lah, pandemi bisa berlangsung 10 tahun, akan ada chaos lah...liat sekarang Plus, resesi terakhir itu 2008-2009, lu pada inget ga saat itu resesi ",neutral
1676,"Oiya untuk tau efektif apa nggaknya mungkin rada bias, karena skincare gue sendiri ada retinolnya Avoskin, vit cnya Laneige, Niacinamide dan Centellanya The Aubree. Selama ini focus ingredientsnya sama, cuma ganti merk krn gak cuma Indonesia yg lg resesi, tapi GUE JUGA. ",neutral
1677," Kalau mau jujur sih, ekonomi Indonesia itu lebih bergantung ke negara China, mayoritas ekspor batubara dan CPO juga tujuannya banyak yg ke China. Makanya tahun 2008 Indonesia dampaknya gk terlalu besar ya karena ekonomi China tidak resesi",neutral
1678," Yang resesi dunia, inipun belum pasti sebenarnya. Kalau Indonesia probabilitasnya masih relatif kecil",positive
1679,"Kian Mengerikan, Indonesia Patut Waspada Ancaman Resesi Global 2023 ",negative
1680," Ya bener indonesia kiamat, indonesia resesi, indonesia ancuuur Jual semua saham kaliaaan!!!! Gw beli murah murah sini ",neutral
1681,"Menurut Pendapat Anda, apakah Indonesia sudah siap menghadapi Resesi Global ",neutral
1682,"NOW AIRING  bersama membahas topik mengenai Kondisi Ekonomi Indonesia dengan Resesi Global 2023"" sampai pukul 08.00 WIB Stay tuned""",neutral
1683,Ganjar Pranowo mengatakan saat ini Indonesia tengah bersiap untuk menghadapi ancaman resesi akibat kenaikan inflasi yang sangat tinggi.    ,neutral
1684,"Gelombang PHK Kembali Menerpa, Indonesia di Ambang Resesi ",neutral
1685, Ga berani jajan karena isu Indonesia tahun 2023 resesi,negative
1686, indonesia udh resesi tp malu mengakuinya,negative
1687, Indonesia kena resesi itu cuma pas reformasi itu aja. Resesi global taun 2008 atau 2011 ga ngaruh blas. Taun 2020 pas Corona aja masih setronk kok.,positive
1688,"Tahun2 sebelumnya IHSG menghijau setiap bulan oktober, bahkan pas pandemi. tidak untuk tahun ini, artinya: Jangan Meremehkan Resesi. Sudah semakin dekat! Shm! Kalau ada yg bilang DaTa teRbaRu inDoNeSiA bAik-BaIk Ajh"", Memang kita selalu kena belakangan dibanding eropa/US""",positive
1689,"COPIUM pagi ini 1. Indonesia gk bakal resesi, kalaupun iya agak lama. 2. Guncangan ekonomi dari luar pengaruhnya dikit di Indonesia",negative
1690,Erick Thohir mengatakan Indonesia harus agresif melawan resesi 2023. Pemerintah berupaya mengatasi ketergantungan pasokan dengan swasembada pangan-energi. ,neutral
1691,"Resesi Bikin Ekonomi Dunia Rugi 4 Triliun Dolar AS, Bagaimana Keadaan Indonesia        Live streaming dan berita menarik lainnya juga dapat anda saksikan di Youtube Chanel ",neutral
1692," Point 1 : jokowi yang bilang 2023 terancam resesi,bukan hanya Indonesia tapi dunia Point 2 : Kata siapa ekonomi luar pengaruhnya dikit di Indonesia, Indonesia aja kebanyakan impor Daripada ekspor",neutral
1693,"Faktanya pertumbuhan kita masih kuat. Indikator ekonomi lagi recovering semua. Pertumbuhan kredit udah 9-10%. Historically waktu dunia resesi tahun 2008, Indonesia masih bisa tumbuh.",positive
1694, Bener nih Indonesia menuju resesi :(,negative
1695,Nikel diharap mampu bawa Indonesia hadapi Resesi  vernon park jisung Doil Jateng Kesehatan Mental Video Marshanda Di 10.10 Rp 0 Lulu  ,neutral
1696,"Masih Impor, Indonesia Harus Antisipasi Sektor Energi saat Resesi ",neutral
1697," lagipula Indonesia diperkirakan ngga akan mengalami resesi separah negara lainnya karna mobilitas konsumsi kita yg lumayan tinggi jd ga ada salahnya jajan, tp di UMKM ya ",positive
1698,"Bank di Indonesia dinilai LPS kuat hadapi resesi, anggap daya beli lebih penting daripada inflasi via ",neutral
1699,"Jangan Panik! Indonesia Tak Sampai Resesi, Cuma 'Slowdown' ",positive
1700,adel lu sadar gk indonesia mau resesi,neutral
1701,"Meski ada ancaman resesi, Menparekraf Sandiaga Uno memastikan target kunjungan wisman ke Indonesia tercapai di angka 2,5 juta orang.  ",positive
1702,Indonesia 2008 tahan terhadap resesi. Moga resesi mendatang tetap unjuk gigi ekonominya. Local Products and SME's deserves our supports.,positive
1703,"Menteri Keuangan Sri Mulyani menyampaikan, dunia bersiap menghadapi resesi 2023. Indonesia juga nggak lepas dari kemungkinan ini. Karena itu, biar nggak tercekik keadaan ekonomi yang serba nggak pasti, tips dari pakar berikut bisa kamu ikuti.  ",neutral
1704,"Banyak orang masih belum peduli dengan keadaan pemerintahan dan penegakan hukum di Indonesia. Karena mereka belum mengalami. Jika resesi 2023 beneran terjadi dan dampaknya kena hingga masyarakat kritis, hal-hal seperti tadi bisa memicu kondisi seperti 98.",neutral
1705,"Kayanya abis ini gue harus mandi, sholat, terus baca tentang resesi ekonomi, kok kayae serem bgt. Soalnya, kalau mau liat gimana perekonomian Indonesia ke depannya, kita harus lihat dulu ekonomi terutama di Europe dan US :))",negative
1706,"Meskipun ada ancaman resesi ekonomi, Sandiaga Uno memastikan target kunjungan wisman ke Indonesia sebesar 1,8-3,6 juta orang dapat tercapai di ambang batas. ",positive
1707," Indonesia pernah resesi deh, dan baik-baik aja sampe sekarang. Apa yang perlu ditakutkan.",positive
1708,"Beli tiket konser ina itu, mending beli emas, indonesia bentar lagi resesi !",neutral
1709," dukung umkm, buy local products. dah itu aja. jgn malah nakut2in dan bikin daya beli turun~",positive
1710,"Di tengah ancaman resesi tahun depan, ekonomi syariah dinilai bisa bantu Indonesia pulih. ",neutral
1711,"Hidup di Indonesia Tapi statemen nya selalu pesimis Resesi 2023 akan parah Indonesia Lah lo bloon aja kl bgtu Beli produk UMKM dalam negeri Tetap tingkatin daya beli nasional Jgn hedon tp keluar negeri semua ,trs ngebacot sok NKRI",positive
1712,"Makin kesini makin aneh, terlihat jelas resesi 2023 Hmmm 2023 indonesia gelap ",negative
1713,"Indonesia resesi atau tidak itu tergantung instrumen investasi apa yang kamu pegang. Kalau kamu pegang saham-sahamnya Yusuf Mansur, atau emas, atau crypto, maka gak usah tunggu tahun depan, tahun sekarang juga tabungan kamu udah resesi.",neutral
1714,"Hadapi Resesi Global, Pangan Indonesia Kuat tapi Sektor Energi Tergantung Impor ",neutral
1715,"Resesi Bikin Ekonomi Dunia Rugi 4 Triliun Dolar AS, Bagaimana Keadaan Indonesia ",neutral
1716, deeptalk dampak resesi global thd ekonomi indonesia ,neutral
1717,"Akhir2 ini kata resesi seliweran di tl sy. Setelah cari tau, ternyata mayan ngeri. Plus Indonesia termasuk 15 negara yang berpotensi kena dampak resesi taun depan.",negative
1718,"Kini, Startup banyak kita jumpai di Indonesia. Namun sebenarnya apa yang dimaksud dengan bisnis startup Mari berdiskusi bersama tentang startup, strategi dan juga kita akan membicarakan tentang resesi. Jangan lupa untuk daftar! ",neutral
1719, Resesi resesi prettttt. Noh Indonesia resesi pas covid kemaren ihsg terbang.,positive
1720,Nikel bisa bawa Indonesia terhindar dari resesi.   Malaysia Gempa Ronaldo Besok Senin Injoo ,positive
1721,Sri Mulyani memastikan Indonesia jadi akan resesi ,negative
1722,Ekspor Indonesia akan terguncang karena pasar dunia yang lesu. Ekspor sendiri berkontribusi sebesar 23% terhadap pertumbuhan ekonomi di kuartal I-2022. Kemerosotan ekspor akibat resesi dunia tentunya akan memangkas PDB Indonesia. ,negative
1723," Stagflasi lebih sulit disembuhkan ketimbang resesi. Sebab, para pembuat kebijakan harus bisa menyeimbangkan antara inflasi dan pasar tenaga kerja. Indonesia punya 1 putra terbaik untuk menyembuhkan Stagflasi. He is ANIES BASWEDAN.",neutral
1724," Nah! Mana Indonesia masuk peringkat 14 ancaman resesi ya, berarti kalau yang mau resign mundur dulu",neutral
1725," Dari ke2 sumber ngejelasin kalo resesi yg katanya akan terjadi 2023 itu karena krisis Eropa & fenomena strong dollar, kalaupun Indonesia ga masuk resesi tpi pertumbuhan ekonomi-nya melambat. Inget ada banyak pelaku usaha yg mungkin aja ga bisa survive bila pertumbuhan ekonomi (. ",neutral
1726," aku iseng aja,cmn pas baca ini jadi keinget aja sm ramalan kitab Jayabaya,yg katanya"" thn 2028 bakalan ada pemimpin bijaksana yg berhasil membuat Indonesia sejahtera,makmur sesempurna mngkin, aku kepikiran klw resesi thun depan tuh bkalan mnjdi jembatan bukti ramalan tersebut.""",neutral
1727," Oh iya, lagipula Indonesia diperkirakan ngga akan mengalami resesi separah negara lainnya karna mobilitas konsumsi kita yg lumayan tinggi Salah 1 cara utk ngurangin dampaknya itu dgn menghindari pembelian produk2 import, krn klo import > ekspor akan memperburuk perekonomian",positive
1728,"BANDUNG, INEWSBANDUNGRAYA - Ketua Penasehat Dewan Koperasi Indonesia (Dekopin), Ono Surono menilai, kondisi krisis pangan global dan resesi ekonomi bakal menjadi tantangan bagi bangsa Indonesia.    ",neutral
1729," Krn kemenangannya 2019, penuh dgn intrik dan dipaksakan. Shg ujian akan datang silih berganti, baru terpilih lgsg diberi ujian Pandemi. Katanya Indonesia gak akan terkena, nyatanya bilang apa, stlh Pandemi berakhir, resesi akan melanda.apa ini semua suatu kebetulan.",neutral
1730, banyak berseliweran tahun 2023 resesi tu Indonesia aja atau global ,neutral
1731," Celingak celinguk, dijebak/dikibulin dan ketampol. Lalu kehilangan fokus, muter , gak tahu harus berbuat apa. Itulah cermin Indonesia 2021, 2022. Kalau kondisi memburuk, cuma bisa ngomong hati- hati"" 2023 kondisi makin memburuk, resesi ekonomi didepan mata. Hati hati. ",neutral
1732," sebenernya ekonomi indonesia itu definisi terdalam ignorance is a bliss, karena pas resesi 2008, indonesia gak gitu kerasa. Kebantu sama 'toko klontong' dan umkm lainnya. kita itu bisa banget swadaya tp ga menyadari. smoga resesi 2023 kita jg bisa bertahan. smangat!",positive
1733,"'Amit-amit' resesi, Bisa jadi begini nasib RI Ekspor Indonesia akan terguncang karena pasar dunia yang lesu.   ",neutral
1734,"Ekonom senior Chatib Basri meyakini Indonesia tidak akan sampai resesi pada tahun depan. Dia melihat ekonomi Indonesia masih dapat tumbuh sedikit di bawah 5%. Tahun ini kita bisa tumbuh di 5,2%, tahun depan mungkin sekitar 4%,"" ujarnya. ",positive
1735," kalo kaya gini, gue yakin indonesia tidak berdampak resesi 2023..",positive
1736," Yeap. Kata suamiku yg bankir, waspada boleh. Tp g usah gakut berlebih. Krn Indonesia kuat di UMKM. Pandemi kmrn kita masih bs survive itungannya, bismillah ancaman resesi 2023 bsk bs terlewati jg meski mmg g ada slhnya mulai turunin standar hdp.",positive
1737,Ekonomi Indonesia siap menghadapi resesi jgn lupa serok  ,neutral
1738,"Ketua Umum MES, Indonesia mengatakan Indonesia harus menjadi pemain Syariah dan halal dunia, mengingat Indonesia dengan mayoritas penduduk muslim dan Syariah bisa menjadi solusi di Indonesia dimana resesi sedang menyerang dunia.  ",neutral
1739,"Makannya dari kemaren banyak berita resesi kek nakut-nakutin, yakin sih Indonesia tahan banting, covid aja 2 tahun bisa bertahan. ",positive
1740," Kalo aku sih bakalan beli barang yang aku pengen kek kamera / console games, atau bisa juga buat liburan tapi yang masih di indonesia, biar ga terlalu banyak ngeluarin uangnya Apalagi ada info sepertinya tahun depan bakal resesi, jadi mending save money aja",neutral
1741,Muhaimin Doakan Indonesia Selamat dari Krisis dan Resesi Dunia ,neutral
1742,"Lima Negara yang Diprediksi Selamat dari Resesi, Indonesia Termasuk Baca artikel selengkapnya di           ",neutral
1743, Di saat negara lain bisa ambruk karena resesi kondisi Indonesia masih stabil. Karena pemimpinnya Pak Jokowi. Kerja nyata tanpa ngibul ,positive
1744,"China di Ambang Resesi, Investasi China di Indonesia Ikut Terancam ",negative
1745,2023 mau resesi kok rang2 indonesia pada sibuk ngabisin duit yak,neutral
1746,"Kondisi krisis pangan global dan resesi ekonomi yang bakal menjadi tantangan, tentunya bangsa Indonesia bisa mampu mengantisipasinya dengan sumber daya baik alam maupun manusia yang besar. Ekonomi kecil dapat bertahan dengan semangat gotong royong",positive
1747,"Resesi global tengah melanda dunia, sebagian negara Asean termasuk Indonesia akan terkena imbasnya. Apakah kali ini Indonesia akan lolos dari resesi global di tahun 2023     ",neutral
1748,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini Simak j",neutral
1749," iya nih negara udah makin ancur, contohnya.. jln tol di bangun dimana2 shg org mudik skrg jadi lancar ga horor kayak dulu, ketika dunia porak poranda krn covid indonesia salah satu yg penanganannya terbaik. negara lain sdh mulai resesi kita masih biaa bertahan..ancur dah pokoknya",positive
1750,"Ancaman Resesi 2023, Asosiasi Marketing Indonesia Beberkan Sejumlah Strategi Menghadapinya - by ",neutral
1751,"Masalah tech di Indonesia bukan masalah demand. Recovery kita lancar, sangat likely ga akan kena resesi. Masalah tech di sini adalah masalah financing. Where do they get their funds now that investors are holding their money",neutral
1752,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini ",neutral
1753, Ini bukan Tweet pertama Anda percaya bahwa tahun depan dunia dan Indonesia tidak resesi. Menurut Bapak kenapa resesi tidak terjadi di tahun 2023 ,neutral
1754,Breaking News!!! Ekonomi Indonesia mulai bertumbuh siap bertahan melawan resesi global. ,positive
1755, oh that s it my next man has to be a pengangguran,neutral
1756,"Aku gaakan resign dalam waktu dekat karena Indonesia kabarnya bakalan resesi Dan sekalipun resign, saat ini cuman bisa dg 2 alasan 1. Dpt CPNS/P3K 2. Nikah Selain itu, kalo urgent bgt baru ",neutral
1757,"Harga Terlalu Murah, Operasi Pasar Telur dan Daging Ayam Broiler di Jatim Diprotes Para Peternak Jatim!        ",neutral
1758,"Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini Simak jawabannya di channel MMC. Keyword, negeri resesi dana parpol dana parpol makin tinggi ",neutral
1759,Tahun 2008 ekonomi kita masih bertahan karena rakyatnya yg konsumtif. Jadi kalo 2023 beneran resesi diharapkan rakyat indonesia jangan terlalu berhemat yak hehe....,positive
1760,"Ekonomi kita kuat Pada bulan Agust'22, Indonesia mencatat Surplus Anggaran! Dengan demikian, pemerintah punya banyak amunisi untuk menerapkan kebijakan - kebijakan dalam menghadapi ancaman resesi global ",positive
1761,Gus Muhaimin bersama habaib dan ribuan masyarakat shalawatkan Indonesia agar terhindar dari krisis dan resesi dunia.     ,neutral
1762, Dengan bersholawat smg Indonesia selamat dari ancaman kondisi resesi dunia.,positive
1763,Indonesia fix resesi kalo kayak gini mah,negative
1764,Memang masih perlu banyak hal yang perlu dilihat untuk lebih yakin bahwa Indonesia kuat dan dapat menghadapi ancaman resesi global di tahun 2023. Namun data dan pergerakan pasar adalah bukti yang perlu kita yakini dan menjadi dasar untuk Action.,neutral
1765,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. lupa shares seluas-luasnya ya...",neutral
1766,"Ancaman Resesi 2023, Asosiasi Marketing Indonesia Beberkan Sejumlah Strategi Menghadapinya ",neutral
1767,"Fyi, kuartal 3 - 2020 sampai kuartal 1 2021 Indonesia itu ya mengalami resesi ekonomi. Kalau ada influencers saham yang bilang Indonesia ga akan resesi 2023 karna pas Lockdown aja ga resesi, tolong diingatkan aja mereka. Btw, Gimana kinerja bursa di masa itu ",neutral
1768,"Beda problem covid dan resesi adalah kali ini konglolmerat terdampak. Ekonomi Indonesia dibangun dari fundamen konglomerasi, duid yang dimakan sama politisi dan sekrup2 partai.",neutral
1769,News Info!!! Pertumbuhan ekonomi Indonesia cukup baik siap melawan resesi global. ,positive
1770,Ekonomi Indonesia Tahan Banting Dari Ancaman Resesi  ,positive
1771,"PERTUMBUHAN EKONOMI INDONESIA TERTINGGI DI G20, BERTAHAN AKAN RESESI GLOBAL ",positive
1772,"Malam ini kita bersama para kiai, para ulama, dan habib bagian dari kita bersama-sama berdoa memohon agar Indonesia selamat dari krisis serta resesi dunia yang mulai masuk di berbagai negara,"" ujar Gus Muhaimin   ",positive
1773,"Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini Simak jawabannya dalam video MMC serba-serbi  berikut ya... ",neutral
1774, ,neutral
1775," Korban jiwa, korban hati, dan perkosaan sistematis terhadap perempuan keturunan cina. Ngeri. Semua harus tetap ingat sejarah kelam Indonesia ini. Apalagi udah banyak pihak yg bilang tahun 2023 adalah tahun resesi dunia. ",neutral
1776,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana  memandang masalah ini ",neutral
1777,"PKB Bersholawat, Sholawatkan Indonesia. Semoga Indonesia selamat dari krisis dan resesi dunia  ",positive
1778,Kita semua berdoa agar Bangsa Indonesia diselamatkan dari krisis dan resesi. Amin.,positive
1779,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini Simak ",neutral
1780,indonesia resesi apaan tiket konser abis mulu,positive
1781,"Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini Simak jawabannya di channel MMC ",neutral
1782,"Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Yuk Simak jawabannya dalam video Serba-serbi MMC  berikut ya... ",neutral
1783,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. ",neutral
1784,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam ",neutral
1785,"Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini Simak jawabannya di channel MMC Keywords YouTube: negeri resesi dana parpol dana parpol makin tinggi ",neutral
1786," Indonesia mengajak parlemen P20, melalui multilateralisme, untuk mencari solusi dan konsensus dalam mengantisipasi resesi ekonomi, mengatasi scary effect gejolak ekonomi global. Puan Maharani Dukung Puan Presiden",neutral
1787, Inilah yg membuat Indonesia tdk mengalami resesi spt negara2 maju. Program yg hrs dilanjutkan penerus Bapak Presiden Jokowi.,positive
1788,"Malam ini kita bersama para Kiai, para ulama, dan Habaib bagian dari kita bersama-sama berdoa memohon agar Indonesia selamat dari krisis serta resesi dunia yang mulai masuk di berbagai negara,"" kata Gus Muhaimin. ",positive
1789,"Hadir Bersama Habib Jindan bin Novel bin Jindan, Muhaimin Iskandar Minta Doakan Indonesia Aman dari Resesi Dunia ",neutral
1790, Bank Sentral Eropa tahu bahwa gelombang default pada bank akan segera datang Dunia saat ini berada pada jalur yg sangat mengkhawatirkan The system is collapsing...     ,negative
1791,"Spesial PKB DKI Bersholawat bersama Ketua Umum di GRJT Mlm ini kita bersama para Kiai, ulama, dan Habaib bagian dari kita bersama berdoa memohon agar Indonesia selamat dri krisis serta resesi dunia    ",positive
1792,"Ekonomi Global Ancam Asean+3, Resesi China Bisa Pukul Indonesia ",neutral
1793,Gus Muhaimin bersama habaib dan ribuan masyarakat shalawatkan Indonesia agar terhindar dari krisis dan resesi dunia. ,neutral
1794,Kabar resesi sama inflasi indonesia tuh makin mikir buat ga nikah. Gila aja w hidup sendiri aja susah. Gimana nanti kalo udah berkeluarga. Digempur masalah ekonomi dan segala macam aspek lainnya. Makin takut buat nikah.,negative
1795,"Paradoks, Negeri Ini Terancam Resesi, Dana Parpol Justru Makin Tinggi | Serba-serbi MMC Ancaman resesi terjadi hampir di seluruh penjuru dunia. Anehnya, Indonesia justru meningkatkan dana bantuan untuk parpol. Bagaimana Islam memandang masalah ini ",neutral
1796," Chatib Basri, tidak melihat risiko resesi bagi Indonesia tahun depan"". Meskipun, ekonomi Indonesia akan terdampak dari sisi ekspor. Khususnya ketika harga komoditas mengalami penurunan harga dan permintaan.""",positive
1797,Bank Dunia nilai Indonesia tahan terhadap resesi ekonomi ,positive
1798,"Gelombang PHK terus menghantam Indonesia, bahkan oleh perusahaan besar. Seperti apa risiko resesi di Indonesia pada 2023   ",neutral
1799,"Menjadi trending topik baru-baru ini, Indonesia akan mengalami resesi pada tahun 2023. Narasi mengenai resesi membuat masyarakat, pemerintah, dan bisnis menggali informasi tentang potensi terhambatnya ekonomi Indonesia untuk tahun 2023. ",neutral
1800,"Indonesia terancam resesi di 2023, kalo diliat dari keahlian dan bakatmu sekarang apakah kamu yakin akan survive taun depan ",neutral
1801,EKONOMI INDONESIA KUAT HADAPI ANCAMAN RESESI GLOBAL ,positive
1802,Kok ada rakyat Indonesia yg begitu bangga dengan mereka sendiri baru menghadapi resesi yg berkepanjangan. ,neutral
1803," Ya itu perkaranya, padahal dia terbukti mampu membuat kita tidak resesi di tengah dunia yg banyak terjadi resesi dan dia bener2 berjuang buat Indonesia,",neutral
1804,"Waspadalah! Jika RI Resesi, Ini yang Akan Menimpa Warga Indonesia ",neutral
1805,"Ekonomi indonesia kuat hadapi ancaman resesi global Indonesia memiliki daya tahan dan penopang ekonomi dari berbagai aspek ygsudah disiapkan. Selain sumber daya alam yg berlimpah, penguatan dari sisi produksi dan distribusi juga memberikan modal menghadapi ancaman resesi global. ",positive
1806,Resesi menghantui Indonesia.... ,neutral
1807,Indonesia memiliki daya tahan dan penopang ekonomi dari berbagai aspek yang sudah disiapkan. Ekonomi Indonesia kuat hadapi ancaman resesi global. ,positive
1808,"Di Tengah Isu Resesi, Menteri Bahlil: Ekonomi Global 2023 Diramalkan Gelap    ",negative
1809,"Berdasarkan Survei terbaru Bloomberg, Indonesia masuk ke dalam negara Asia yang berpotensi mengalami resesi ekonomi. Dari daftar 15 negara Asia yang berpotensi mengalami resesi ekonomi, Indonesia berada di peringkat 14. ",neutral
1810," Aku juga percaya ini. Dunia sudah belajar di 2020 dan 2021, Masyarakat juga sudah tau pentingnya dana darurat, terbukti dengan banyaknya investor milenial. Gak ada 1 fakta gedhe baru yang menjurus ke resesi global. . Semua sudah ada di tahun sebelumnya, dan berhasil dilewati",neutral
1811," Indonesia kan Punya Pemerintah isinya ada Presiden dan Para Menteri, Masa tidak bisa melakukan apa-apa jika Indonesia Tertimpa Resesi. Xixixixixihihihihuahahahahahahahahahahahahahahaha",neutral
1812,Ekonomi Indonesia kuat menghadapi resesi global ,positive
